,0,1
711,22,367
712,22,368
713,22,386
714,22,392
715,22,395
716,22,411
717,22,412
718,22,425
719,23,8
720,23,47
721,23,73
722,23,76
723,23,117
724,23,131
725,23,136
726,23,146
727,23,150
728,23,163
729,23,169
730,23,173
731,23,186
732,23,189
733,23,205
734,23,215
735,23,216
736,23,272
737,23,281
738,23,291
739,23,304
740,23,312
741,23,319
742,23,331
743,23,333
744,23,345
745,23,346
746,23,382
747,23,386
748,23,395
749,23,408
750,24,47
751,24,73
752,24,117
753,24,131
754,24,136
755,24,146
756,24,150
757,24,163
758,24,169
759,24,173
760,24,186
761,24,189
762,24,205
763,24,215
764,24,216
765,24,272
766,24,281
767,24,291
768,24,304
769,24,312
770,24,319
771,24,331
772,24,333
773,24,345
774,24,346
775,24,382
776,24,386
777,24,395
778,24,408
779,24,438
780,25,47
781,25,73
782,25,117
783,25,131
784,25,136
785,25,146
786,25,150
787,25,163
788,25,169
789,25,173
790,25,186
791,25,189
792,25,205
793,25,215
794,25,216
795,25,272
796,25,281
797,25,291
798,25,312
799,25,319
800,25,331
801,25,333
802,25,345
803,25,346
804,25,382
805,25,386
806,25,395
807,25,408
808,26,40
809,26,47
810,26,131
811,26,136
812,26,163
813,26,167
814,26,169
815,26,173
816,26,186
817,26,189
818,26,205
819,26,215
820,26,216
821,26,235
822,26,241
823,26,247
824,26,272
825,26,281
826,26,283
827,26,304
828,26,319
829,26,333
830,26,344
831,26,378
832,26,386
833,26,395
834,27,40
835,27,47
836,27,131
837,27,136
838,27,163
839,27,167
840,27,169
841,27,173
842,27,186
843,27,189
844,27,205
845,27,215
846,27,216
847,27,235
848,27,241
849,27,247
850,27,272
851,27,281
852,27,283
853,27,304
854,27,319
855,27,330
856,27,333
857,27,344
858,27,378
859,27,386
860,27,395
861,27,426
862,28,40
863,28,47
864,28,131
865,28,136
866,28,146
867,28,163
868,28,167
869,28,169
870,28,173
871,28,186
872,28,189
873,28,205
874,28,215
875,28,216
876,28,235
877,28,241
878,28,247
879,28,268
880,28,272
881,28,281
882,28,283
883,28,291
884,28,304
885,28,312
886,28,319
887,28,330
888,28,333
889,28,344
890,28,345
891,28,346
892,28,378
893,28,386
894,28,395
895,29,40
896,29,47
897,29,131
898,29,136
899,29,146
900,29,163
901,29,167
902,29,169
903,29,173
904,29,186
905,29,189
906,29,205
907,29,215
908,29,216
909,29,235
910,29,241
911,29,247
912,29,272
913,29,281
914,29,283
915,29,291
916,29,304
917,29,312
918,29,319
919,29,330
920,29,333
921,29,344
922,29,345
923,29,346
924,29,378
925,29,386
926,29,395
927,30,40
928,30,47
929,30,131
930,30,136
931,30,144
932,30,146
933,30,163
934,30,167
935,30,169
936,30,173
937,30,186
938,30,189
939,30,205
940,30,215
941,30,216
942,30,235
943,30,241
944,30,247
945,30,268
946,30,272
947,30,281
948,30,283
949,30,291
950,30,304
951,30,312
952,30,319
953,30,330
954,30,333
955,30,344
956,30,345
957,30,346
958,30,378
959,30,386
960,30,395
961,31,21
962,31,32
963,31,40
964,31,47
965,31,136
966,31,146
967,31,150
968,31,163
969,31,169
970,31,173
971,31,185
972,31,186
973,31,189
974,31,205
975,31,213
976,31,215
977,31,216
978,31,241
979,31,247
980,31,272
981,31,274
982,31,275
983,31,281
984,31,283
985,31,291
986,31,295
987,31,304
988,31,312
989,31,319
990,31,330
991,31,331
992,31,333
993,31,345
994,31,346
995,31,378
996,31,386
997,31,395
998,31,415
999,31,417
1000,32,21
1001,32,32
1002,32,40
1003,32,47
1004,32,52
1005,32,136
1006,32,146
1007,32,150
1008,32,163
1009,32,169
1010,32,173
1011,32,185
1012,32,186
1013,32,189
1014,32,205
1015,32,213
1016,32,215
1017,32,216
1018,32,241
1019,32,247
1020,32,272
1021,32,274
1022,32,275
1023,32,281
1024,32,283
1025,32,291
1026,32,295
1027,32,304
1028,32,312
1029,32,319
1030,32,330
1031,32,331
1032,32,333
1033,32,345
1034,32,346
1035,32,378
1036,32,386
1037,32,395
1038,32,415
1039,32,417
1040,33,67
1041,33,91
1042,33,114
1043,33,126
1044,33,131
1045,33,136
1046,33,146
1047,33,163
1048,33,186
1049,33,189
1050,33,216
1051,33,271
1052,33,272
1053,33,291
1054,33,294
1055,33,304
1056,33,312
1057,33,319
1058,33,324
1059,33,345
1060,33,346
1061,33,374
1062,33,395
1063,33,425
1064,33,439
1065,34,67
1066,34,91
1067,34,114
1068,34,126
1069,34,131
1070,34,136
1071,34,146
1072,34,163
1073,34,186
1074,34,189
1075,34,216
1076,34,271
1077,34,272
1078,34,291
1079,34,304
1080,34,312
1081,34,319
1082,34,324
1083,34,345
1084,34,346
1085,34,374
1086,34,395
1087,34,425
1088,34,439
1089,35,67
1090,35,91
1091,35,114
1092,35,126
1093,35,131
1094,35,136
1095,35,141
1096,35,146
1097,35,163
1098,35,186
1099,35,189
1100,35,216
1101,35,238
1102,35,271
1103,35,272
1104,35,291
1105,35,304
1106,35,312
1107,35,319
1108,35,324
1109,35,345
1110,35,346
1111,35,374
1112,35,395
1113,35,411
1114,35,425
1115,35,439
1116,36,67
1117,36,126
1118,36,131
1119,36,132
1120,36,136
1121,36,146
1122,36,163
1123,36,186
1124,36,189
1125,36,216
1126,36,230
1127,36,235
1128,36,272
1129,36,278
1130,36,291
1131,36,304
1132,36,312
1133,36,319
1134,36,328
1135,36,333
1136,36,345
1137,36,346
1138,36,362
1139,36,395
1140,36,425
1141,37,67
1142,37,126
1143,37,131
1144,37,132
1145,37,136
1146,37,146
1147,37,163
1148,37,186
1149,37,189
1150,37,216
1151,37,235
1152,37,272
1153,37,278
1154,37,291
1155,37,304
1156,37,312
1157,37,319
1158,37,328
1159,37,333
1160,37,345
1161,37,346
1162,37,362
1163,37,395
1164,37,425
1165,38,24
1166,38,67
1167,38,126
1168,38,131
1169,38,132
1170,38,136
1171,38,146
1172,38,163
1173,38,186
1174,38,189
1175,38,216
1176,38,235
1177,38,248
1178,38,272
1179,38,278
1180,38,291
1181,38,302
1182,38,304
1183,38,312
1184,38,319
1185,38,328
1186,38,333
1187,38,345
1188,38,346
1189,38,362
1190,38,386
1191,38,395
1192,38,425
1193,39,9
1194,39,47
1195,39,67
1196,39,131
1197,39,132
1198,39,136
1199,39,163
1200,39,177
1201,39,186
1202,39,189
1203,39,216
1204,39,235
1205,39,260
1206,39,272
1207,39,278
1208,39,282
1209,39,304
1210,39,319
1211,39,328
1212,39,346
1213,39,362
1214,39,395
1215,39,425
1216,40,47
1217,40,50
1218,40,67
1219,40,115
1220,40,131
1221,40,132
1222,40,136
1223,40,163
1224,40,177
1225,40,186
1226,40,189
1227,40,216
1228,40,235
1229,40,271
1230,40,272
1231,40,278
1232,40,304
1233,40,319
1234,40,328
1235,40,346
1236,40,362
1237,40,395
1238,40,425
1239,41,47
1240,41,67
1241,41,131
1242,41,132
1243,41,136
1244,41,163
1245,41,177
1246,41,186
1247,41,189
1248,41,216
1249,41,235
1250,41,272
1251,41,278
1252,41,304
1253,41,319
1254,41,328
1255,41,346
1256,41,362
1257,41,395
1258,41,425
1259,42,47
1260,42,67
1261,42,131
1262,42,132
1263,42,136
1264,42,163
1265,42,177
1266,42,186
1267,42,189
1268,42,193
1269,42,216
1270,42,232
1271,42,235
1272,42,272
1273,42,278
1274,42,304
1275,42,319
1276,42,328
1277,42,346
1278,42,362
1279,42,395
1280,42,425
1281,43,47
1282,43,63
1283,43,67
1284,43,131
1285,43,132
1286,43,136
1287,43,163
1288,43,177
1289,43,186
1290,43,189
1291,43,216
1292,43,235
1293,43,248
1294,43,272
1295,43,278
1296,43,304
1297,43,317
1298,43,319
1299,43,328
1300,43,346
1301,43,362
1302,43,395
1303,43,425
1304,44,47
1305,44,67
1306,44,131
1307,44,132
1308,44,136
1309,44,163
1310,44,177
1311,44,178
1312,44,186
1313,44,189
1314,44,216
1315,44,235
1316,44,272
1317,44,278
1318,44,304
1319,44,319
1320,44,328
1321,44,346
1322,44,362
1323,44,395
1324,44,425
1325,45,47
1326,45,67
1327,45,131
1328,45,132
1329,45,136
1330,45,163
1331,45,177
1332,45,186
1333,45,189
1334,45,216
1335,45,235
1336,45,272
1337,45,278
1338,45,304
1339,45,319
1340,45,328
1341,45,346
1342,45,362
1343,45,395
1344,45,425
1345,46,47
1346,46,67
1347,46,131
1348,46,132
1349,46,136
1350,46,163
1351,46,177
1352,46,186
1353,46,189
1354,46,216
1355,46,235
1356,46,272
1357,46,278
1358,46,304
1359,46,319
1360,46,328
1361,46,346
1362,46,362
1363,46,395
1364,46,425
1365,47,47
1366,47,67
1367,47,131
1368,47,132
1369,47,136
1370,47,146
1371,47,163
1372,47,177
1373,47,186
1374,47,189
1375,47,216
1376,47,235
1377,47,272
1378,47,278
1379,47,291
1380,47,304
1381,47,312
1382,47,319
1383,47,328
1384,47,345
1385,47,346
1386,47,362
1387,47,395
1388,47,425
1389,48,47
1390,48,67
1391,48,131
1392,48,132
1393,48,136
1394,48,146
1395,48,163
1396,48,177
1397,48,186
1398,48,189
1399,48,216
1400,48,220
1401,48,235
1402,48,272
1403,48,278
1404,48,291
1405,48,312
1406,48,319
1407,48,328
1408,48,345
1409,48,346
1410,48,362
1411,48,395
1412,48,425
1413,49,8
1414,49,16
1415,49,47
1416,49,67
1417,49,131
1418,49,132
1419,49,136
1420,49,146
1421,49,163
1422,49,177
1423,49,186
1424,49,189
1425,49,216
1426,49,235
1427,49,252
1428,49,272
1429,49,278
1430,49,289
1431,49,291
1432,49,304
1433,49,312
1434,49,319
1435,49,328
1436,49,345
1437,49,346
1438,49,362
1439,49,395
1440,49,425
1441,49,439
1442,50,26
1443,50,42
1444,50,47
1445,50,67
1446,50,82
1447,50,127
1448,50,131
1449,50,132
1450,50,136
1451,50,163
1452,50,183
1453,50,186
1454,50,189
1455,50,216
1456,50,219
1457,50,221
1458,50,235
1459,50,239
1460,50,252
1461,50,265
1462,50,268
1463,50,272
1464,50,278
1465,50,283
1466,50,290
1467,50,304
1468,50,319
1469,50,322
1470,50,324
1471,50,328
1472,50,362
1473,50,395
1474,50,396
1475,50,417
1476,50,425
1477,50,433
1478,51,26
1479,51,42
1480,51,47
1481,51,67
1482,51,82
1483,51,127
1484,51,131
1485,51,132
1486,51,136
1487,51,146
1488,51,163
1489,51,183
1490,51,186
1491,51,189
1492,51,216
1493,51,219
1494,51,221
1495,51,235
1496,51,239
1497,51,252
1498,51,265
1499,51,268
1500,51,272
1501,51,278
1502,51,283
1503,51,290
1504,51,291
1505,51,304
1506,51,312
1507,51,319
1508,51,322
1509,51,324
1510,51,328
1511,51,345
1512,51,346
1513,51,362
1514,51,395
1515,51,396
1516,51,417
1517,51,425
1518,51,433
1519,52,26
1520,52,29
1521,52,42
1522,52,47
1523,52,67
1524,52,82
1525,52,85
1526,52,127
1527,52,131
1528,52,132
1529,52,136
1530,52,146
1531,52,163
1532,52,183
1533,52,186
1534,52,189
1535,52,216
1536,52,219
1537,52,221
1538,52,235
1539,52,239
1540,52,252
1541,52,265
1542,52,268
1543,52,272
1544,52,278
1545,52,283
1546,52,290
1547,52,291
1548,52,304
1549,52,312
1550,52,319
1551,52,322
1552,52,324
1553,52,328
1554,52,345
1555,52,346
1556,52,347
1557,52,362
1558,52,395
1559,52,396
1560,52,417
1561,52,425
1562,52,433
1563,53,22
1564,53,46
1565,53,47
1566,53,48
1567,53,53
1568,53,67
1569,53,78
1570,53,82
1571,53,90
1572,53,112
1573,53,131
1574,53,132
1575,53,136
1576,53,146
1577,53,157
1578,53,163
1579,53,168
1580,53,177
1581,53,186
1582,53,189
1583,53,193
1584,53,207
1585,53,216
1586,53,218
1587,53,235
1588,53,252
1589,53,259
1590,53,268
1591,53,270
1592,53,272
1593,53,274
1594,53,280
1595,53,281
1596,53,286
1597,53,291
1598,53,294
1599,53,297
1600,53,304
1601,53,305
1602,53,312
1603,53,313
1604,53,319
1605,53,324
1606,53,333
1607,53,336
1608,53,345
1609,53,346
1610,53,349
1611,53,362
1612,53,367
1613,53,368
1614,53,378
1615,53,383
1616,53,395
1617,53,425
1618,53,433
1619,53,437
1620,54,22
1621,54,46
1622,54,47
1623,54,53
1624,54,67
1625,54,78
1626,54,82
1627,54,90
1628,54,112
1629,54,131
1630,54,132
1631,54,136
1632,54,146
1633,54,156
1634,54,157
1635,54,163
1636,54,168
1637,54,177
1638,54,186
1639,54,189
1640,54,193
1641,54,207
1642,54,216
1643,54,218
1644,54,235
1645,54,252
1646,54,259
1647,54,265
1648,54,268
1649,54,270
1650,54,272
1651,54,274
1652,54,280
1653,54,281
1654,54,286
1655,54,291
1656,54,294
1657,54,297
1658,54,304
1659,54,305
1660,54,311
1661,54,312
1662,54,313
1663,54,319
1664,54,324
1665,54,333
1666,54,336
1667,54,345
1668,54,346
1669,54,349
1670,54,362
1671,54,367
1672,54,368
1673,54,378
1674,54,383
1675,54,395
1676,54,425
1677,54,437
1678,55,18
1679,55,24
1680,55,47
1681,55,71
1682,55,112
1683,55,131
1684,55,136
1685,55,146
1686,55,151
1687,55,163
1688,55,186
1689,55,189
1690,55,193
1691,55,216
1692,55,220
1693,55,235
1694,55,268
1695,55,272
1696,55,281
1697,55,291
1698,55,303
1699,55,304
1700,55,305
1701,55,312
1702,55,319
1703,55,324
1704,55,326
1705,55,336
1706,55,345
1707,55,346
1708,55,349
1709,55,395
1710,55,417
1711,55,437
1712,56,18
1713,56,47
1714,56,71
1715,56,112
1716,56,131
1717,56,136
1718,56,146
1719,56,151
1720,56,163
1721,56,178
1722,56,186
1723,56,189
1724,56,193
1725,56,216
1726,56,220
1727,56,235
1728,56,268
1729,56,272
1730,56,281
1731,56,291
1732,56,303
1733,56,304
1734,56,305
1735,56,312
1736,56,319
1737,56,324
1738,56,329
1739,56,336
1740,56,342
1741,56,345
1742,56,346
1743,56,349
1744,56,395
1745,56,417
1746,56,437
1747,57,47
1748,57,71
1749,57,112
1750,57,131
1751,57,136
1752,57,146
1753,57,151
1754,57,163
1755,57,186
1756,57,189
1757,57,193
1758,57,216
1759,57,220
1760,57,235
1761,57,268
1762,57,272
1763,57,281
1764,57,291
1765,57,303
1766,57,305
1767,57,312
1768,57,319
1769,57,324
1770,57,336
1771,57,345
1772,57,346
1773,57,349
1774,57,395
1775,57,412
1776,57,417
1777,57,437
1778,58,1
1779,58,24
1780,58,47
1781,58,131
1782,58,136
1783,58,151
1784,58,163
1785,58,186
1786,58,189
1787,58,215
1788,58,216
1789,58,220
1790,58,235
1791,58,272
1792,58,278
1793,58,281
1794,58,303
1795,58,304
1796,58,319
1797,58,395
1798,58,417
1799,58,425
1800,58,426
1801,58,437
1802,59,1
1803,59,47
1804,59,131
1805,59,136
1806,59,151
1807,59,152
1808,59,163
1809,59,186
1810,59,189
1811,59,215
1812,59,216
1813,59,220
1814,59,235
1815,59,272
1816,59,281
1817,59,303
1818,59,304
1819,59,319
1820,59,395
1821,59,417
1822,59,426
1823,59,437
1824,60,1
1825,60,41
1826,60,47
1827,60,84
1828,60,131
1829,60,136
1830,60,151
1831,60,163
1832,60,186
1833,60,189
1834,60,215
1835,60,216
1836,60,220
1837,60,235
1838,60,272
1839,60,281
1840,60,303
1841,60,304
1842,60,319
1843,60,342
1844,60,395
1845,60,417
1846,60,426
1847,60,437
1848,61,1
1849,61,47
1850,61,131
1851,61,136
1852,61,145
1853,61,151
1854,61,163
1855,61,186
1856,61,189
1857,61,215
1858,61,216
1859,61,220
1860,61,235
1861,61,272
1862,61,281
1863,61,303
1864,61,304
1865,61,319
1866,61,339
1867,61,364
1868,61,395
1869,61,417
1870,61,426
1871,61,437
1872,62,1
1873,62,47
1874,62,131
1875,62,136
1876,62,151
1877,62,163
1878,62,186
1879,62,189
1880,62,215
1881,62,216
1882,62,220
1883,62,235
1884,62,272
1885,62,281
1886,62,303
1887,62,304
1888,62,319
1889,62,395
1890,62,417
1891,62,426
1892,62,437
1893,63,1
1894,63,47
1895,63,131
1896,63,136
1897,63,151
1898,63,163
1899,63,186
1900,63,189
1901,63,215
1902,63,216
1903,63,220
1904,63,235
1905,63,272
1906,63,281
1907,63,303
1908,63,304
1909,63,319
1910,63,395
1911,63,417
1912,63,426
1913,63,437
1914,64,1
1915,64,47
1916,64,97
1917,64,131
1918,64,136
1919,64,151
1920,64,163
1921,64,186
1922,64,189
1923,64,215
1924,64,216
1925,64,220
1926,64,235
1927,64,272
1928,64,281
1929,64,303
1930,64,304
1931,64,319
1932,64,395
1933,64,417
1934,64,426
1935,64,437
1936,65,1
1937,65,47
1938,65,131
1939,65,136
1940,65,141
1941,65,151
1942,65,163
1943,65,186
1944,65,189
1945,65,215
1946,65,216
1947,65,220
1948,65,235
1949,65,252
1950,65,255
1951,65,272
1952,65,278
1953,65,281
1954,65,303
1955,65,304
1956,65,319
1957,65,395
1958,65,417
1959,65,426
1960,65,437
1961,66,1
1962,66,47
1963,66,131
1964,66,136
1965,66,146
1966,66,151
1967,66,163
1968,66,186
1969,66,189
1970,66,215
1971,66,216
1972,66,220
1973,66,235
1974,66,252
1975,66,255
1976,66,272
1977,66,281
1978,66,291
1979,66,303
1980,66,304
1981,66,312
1982,66,319
1983,66,345
1984,66,346
1985,66,395
1986,66,417
1987,66,426
1988,66,437
1989,67,1
1990,67,47
1991,67,131
1992,67,136
1993,67,146
1994,67,151
1995,67,163
1996,67,186
1997,67,189
1998,67,215
1999,67,216
2000,67,220
2001,67,235
2002,67,252
2003,67,255
2004,67,272
2005,67,281
2006,67,291
2007,67,303
2008,67,304
2009,67,312
2010,67,319
2011,67,345
2012,67,346
2013,67,395
2014,67,417
2015,67,426
2016,67,437
2017,68,1
2018,68,47
2019,68,84
2020,68,131
2021,68,136
2022,68,146
2023,68,151
2024,68,163
2025,68,186
2026,68,189
2027,68,215
2028,68,216
2029,68,220
2030,68,252
2031,68,255
2032,68,272
2033,68,281
2034,68,291
2035,68,303
2036,68,312
2037,68,319
2038,68,345
2039,68,346
2040,68,395
2041,68,426
2042,68,433
2043,68,437
2044,69,30
2045,69,46
2046,69,47
2047,69,136
2048,69,146
2049,69,163
2050,69,177
2051,69,186
2052,69,189
2053,69,193
2054,69,228
2055,69,229
2056,69,235
2057,69,241
2058,69,263
2059,69,272
2060,69,281
2061,69,291
2062,69,312
2063,69,319
2064,69,326
2065,69,333
2066,69,345
2067,69,346
2068,69,368
2069,69,395
2070,69,432
2071,69,438
2072,70,30
2073,70,46
2074,70,47
2075,70,136
2076,70,146
2077,70,163
2078,70,177
2079,70,186
2080,70,189
2081,70,193
2082,70,228
2083,70,229
2084,70,235
2085,70,241
2086,70,263
2087,70,272
2088,70,281
2089,70,291
2090,70,304
2091,70,312
2092,70,319
2093,70,326
2094,70,333
2095,70,345
2096,70,346
2097,70,368
2098,70,390
2099,70,395
2100,70,432
2101,70,438
2102,71,30
2103,71,46
2104,71,47
2105,71,136
2106,71,146
2107,71,163
2108,71,177
2109,71,186
2110,71,189
2111,71,193
2112,71,228
2113,71,229
2114,71,235
2115,71,241
2116,71,263
2117,71,272
2118,71,281
2119,71,282
2120,71,291
2121,71,304
2122,71,312
2123,71,319
2124,71,326
2125,71,333
2126,71,345
2127,71,346
2128,71,368
2129,71,395
2130,71,432
2131,71,438
2132,72,22
2133,72,47
2134,72,132
2135,72,136
2136,72,141
2137,72,146
2138,72,148
